date,store,category,product,sales_amount,sales_qty,cogs_amount
2023-04-17,唐津店,ドリンク,ほうじ茶,59523.27,330.68,23809.31
2023-04-18,本店,弁当,牛めし弁当,192731.51,350.42,111784.28
2023-04-18,本店,弁当,プレミアム牛めし,182224.74,331.32,105690.35
2023-04-18,本店,惣菜,サラダセット,92412.84,288.79,50827.06
2023-04-18,本店,惣菜,豚汁セット,90026.78,281.33,49514.73
2023-04-18,本店,ドリンク,緑茶,51276.33,284.87,20510.53
2023-04-18,本店,ドリンク,ほうじ茶,49268.66,273.71,19707.46
2023-04-18,福岡西店,弁当,牛めし弁当,227583.2,413.79,131998.26
2023-04-18,福岡西店,弁当,プレミアム牛めし,195743.9,355.9,113531.46
2023-04-18,福岡西店,惣菜,サラダセット,118567.08,370.52,65211.9
2023-04-18,福岡西店,惣菜,豚汁セット,100894.36,315.29,55491.9
2023-04-18,福岡西店,ドリンク,緑茶,51946.3,288.59,20778.52
2023-04-18,福岡西店,ドリンク,ほうじ茶,57133.75,317.41,22853.5
2023-04-18,唐津店,弁当,牛めし弁当,258333.11,469.7,149833.2
2023-04-18,唐津店,弁当,プレミアム牛めし,221903.0,403.46,128703.74
2023-04-18,唐津店,惣菜,サラダセット,109511.69,342.22,60231.43
2023-04-18,唐津店,惣菜,豚汁セット,102339.58,319.81,56286.77
2023-04-18,唐津店,ドリンク,緑茶,67246.97,373.59,26898.79
2023-04-18,唐津店,ドリンク,ほうじ茶,62499.7,347.22,24999.88
2023-04-19,本店,弁当,牛めし弁当,190790.28,346.89,110658.36
2023-04-19,本店,弁当,プレミアム牛めし,196268.18,356.85,113835.55
2023-04-19,本店,惣菜,サラダセット,107424.93,335.7,59083.71
2023-04-19,本店,惣菜,豚汁セット,97595.57,304.99,53677.56
2023-04-19,本店,ドリンク,緑茶,47330.16,262.95,18932.06
2023-04-19,本店,ドリンク,ほうじ茶,60095.9,333.87,24038.36
2023-04-19,福岡西店,弁当,牛めし弁当,181880.81,330.69,105490.87
2023-04-19,福岡西店,弁当,プレミアム牛めし,216639.18,393.89,125650.73
2023-04-19,福岡西店,惣菜,サラダセット,126654.3,395.79,69659.86
2023-04-19,福岡西店,惣菜,豚汁セット,107265.73,335.21,58996.15
2023-04-19,福岡西店,ドリンク,緑茶,55614.41,308.97,22245.76
2023-04-19,福岡西店,ドリンク,ほうじ茶,53894.39,299.41,21557.76
2023-04-19,唐津店,弁当,牛めし弁当,263645.26,479.36,152914.25
2023-04-19,唐津店,弁当,プレミアム牛めし,194584.65,353.79,112859.1
2023-04-19,唐津店,惣菜,サラダセット,122791.61,383.72,67535.39
2023-04-19,唐津店,惣菜,豚汁セット,107672.6,336.48,59219.93
2023-04-19,唐津店,ドリンク,緑茶,64905.11,360.58,25962.05
2023-04-19,唐津店,ドリンク,ほうじ茶,57636.17,320.2,23054.47
2023-04-20,本店,弁当,牛めし弁当,213601.65,388.37,123888.96
2023-04-20,本店,弁当,プレミアム牛めし,202501.85,368.19,117451.07
2023-04-20,本店,惣菜,サラダセット,98623.66,308.2,54243.01
2023-04-20,本店,惣菜,豚汁セット,113524.37,354.76,62438.4
2023-04-20,本店,ドリンク,緑茶,53146.75,295.26,21258.7
2023-04-20,本店,ドリンク,ほうじ茶,57779.26,321.0,23111.7
2023-04-20,福岡西店,弁当,牛めし弁当,231477.12,420.87,134256.73
2023-04-20,福岡西店,弁当,プレミアム牛めし,189321.41,344.22,109806.42
2023-04-20,福岡西店,惣菜,サラダセット,118642.9,370.76,65253.6
2023-04-20,福岡西店,惣菜,豚汁セット,104678.79,327.12,57573.33
2023-04-20,福岡西店,ドリンク,緑茶,62929.95,349.61,25171.98
2023-04-20,福岡西店,ドリンク,ほうじ茶,60387.6,335.49,24155.04
2023-04-20,唐津店,弁当,牛めし弁当,232568.9,422.85,134889.96
2023-04-20,唐津店,弁当,プレミアム牛めし,197351.95,358.82,114464.13
2023-04-20,唐津店,惣菜,サラダセット,126319.43,394.75,69475.69
2023-04-20,唐津店,惣菜,豚汁セット,96851.97,302.66,53268.58
2023-04-20,唐津店,ドリンク,緑茶,65389.7,363.28,26155.88
2023-04-20,唐津店,ドリンク,ほうじ茶,59420.6,330.11,23768.24
2023-04-21,本店,弁当,牛めし弁当,213441.36,388.08,123795.99
2023-04-21,本店,弁当,プレミアム牛めし,196795.4,357.81,114141.33
2023-04-21,本店,惣菜,サラダセット,105539.0,329.81,58046.45
2023-04-21,本店,惣菜,豚汁セット,100892.6,315.29,55490.93
2023-04-21,本店,ドリンク,緑茶,50907.29,282.82,20362.91
2023-04-21,本店,ドリンク,ほうじ茶,62314.34,346.19,24925.74
2023-04-21,福岡西店,弁当,牛めし弁当,194829.65,354.24,113001.2
2023-04-21,福岡西店,弁当,プレミアム牛めし,208365.74,378.85,120852.13
2023-04-21,福岡西店,惣菜,サラダセット,107408.71,335.65,59074.79
2023-04-21,福岡西店,惣菜,豚汁セット,101492.77,317.16,55821.02
2023-04-21,福岡西店,ドリンク,緑茶,65205.32,362.25,26082.13
2023-04-21,福岡西店,ドリンク,ほうじ茶,58825.15,326.81,23530.06
2023-04-21,唐津店,弁当,牛めし弁当,178199.43,324.0,103355.67
2023-04-21,唐津店,弁当,プレミアム牛めし,226472.29,411.77,131353.93
2023-04-21,唐津店,惣菜,サラダセット,120054.61,375.17,66030.03
2023-04-21,唐津店,惣菜,豚汁セット,125646.02,392.64,69105.31
2023-04-21,唐津店,ドリンク,緑茶,64132.11,356.29,25652.85
2023-04-21,唐津店,ドリンク,ほうじ茶,62600.87,347.78,25040.35
2023-04-22,本店,弁当,牛めし弁当,209858.6,381.56,121717.99
2023-04-22,本店,弁当,プレミアム牛めし,207670.06,377.58,120448.64
2023-04-22,本店,惣菜,サラダセット,115730.06,361.66,63651.53
2023-04-22,本店,惣菜,豚汁セット,119059.45,372.06,65482.7
2023-04-22,本店,ドリンク,緑茶,56627.13,314.6,22650.85
2023-04-22,本店,ドリンク,ほうじ茶,61109.22,339.5,24443.69
2023-04-22,福岡西店,弁当,牛めし弁当,259744.57,472.26,150651.85
2023-04-22,福岡西店,弁当,プレミアム牛めし,249123.42,452.95,144491.58
2023-04-22,福岡西店,惣菜,サラダセット,119254.61,372.67,65590.03
2023-04-22,福岡西店,惣菜,豚汁セット,129253.84,403.92,71089.61
2023-04-22,福岡西店,ドリンク,緑茶,55175.15,306.53,22070.06
2023-04-22,福岡西店,ドリンク,ほうじ茶,66763.76,370.91,26705.5
2023-04-22,唐津店,弁当,牛めし弁当,274550.43,499.18,159239.25
2023-04-22,唐津店,弁当,プレミアム牛めし,260395.79,473.45,151029.56
2023-04-22,唐津店,惣菜,サラダセット,144037.12,450.12,79220.42
2023-04-22,唐津店,惣菜,豚汁セット,123608.81,386.28,67984.85
2023-04-22,唐津店,ドリンク,緑茶,70040.3,389.11,28016.12
2023-04-22,唐津店,ドリンク,ほうじ茶,73947.25,410.82,29578.9
2023-04-23,本店,弁当,牛めし弁当,179233.18,325.88,103955.24
2023-04-23,本店,弁当,プレミアム牛めし,198136.58,360.25,114919.22
2023-04-23,本店,惣菜,サラダセット,106663.31,333.32,58664.82
2023-04-23,本店,惣菜,豚汁セット,113253.11,353.92,62289.21
2023-04-23,本店,ドリンク,緑茶,58167.31,323.15,23266.92
2023-04-23,本店,ドリンク,ほうじ茶,55066.97,305.93,22026.79
2023-04-23,福岡西店,弁当,牛めし弁当,247893.45,450.72,143778.2
2023-04-23,福岡西店,弁当,プレミアム牛めし,217002.57,394.55,125861.49
2023-04-23,福岡西店,惣菜,サラダセット,120573.4,376.79,66315.37
2023-04-23,福岡西店,惣菜,豚汁セット,131692.27,411.54,72430.75
2023-04-23,福岡西店,ドリンク,緑茶,61681.44,342.67,24672.58
2023-04-23,福岡西店,ドリンク,ほうじ茶,51261.66,284.79,20504.66
2023-04-23,唐津店,弁当,牛めし弁当,253980.67,461.78,147308.79
2023-04-23,唐津店,弁当,プレミアム牛めし,233533.1,424.61,135449.2
2023-04-23,唐津店,惣菜,サラダセット,118329.79,369.78,65081.39
2023-04-23,唐津店,惣菜,豚汁セット,140037.51,437.62,77020.63
2023-04-23,唐津店,ドリンク,緑茶,69054.59,383.64,27621.84
2023-04-23,唐津店,ドリンク,ほうじ茶,71443.62,396.91,28577.45
2023-04-24,本店,弁当,牛めし弁当,206026.62,374.59,119495.44
2023-04-24,本店,弁当,プレミアム牛めし,187980.68,341.78,109028.79
2023-04-24,本店,惣菜,サラダセット,99668.35,311.46,54817.59
2023-04-24,本店,惣菜,豚汁セット,87293.9,272.79,48011.65
2023-04-24,本店,ドリンク,緑茶,62957.67,349.76,25183.07
2023-04-24,本店,ドリンク,ほうじ茶,53057.71,294.77,21223.09
2023-04-24,福岡西店,弁当,牛めし弁当,214250.62,389.55,124265.36
2023-04-24,福岡西店,弁当,プレミアム牛めし,196100.9,356.55,113738.52
2023-04-24,福岡西店,惣菜,サラダセット,118345.25,369.83,65089.89
2023-04-24,福岡西店,惣菜,豚汁セット,118730.99,371.03,65302.05
2023-04-24,福岡西店,ドリンク,緑茶,65379.19,363.22,26151.68
2023-04-24,福岡西店,ドリンク,ほうじ茶,64847.68,360.26,25939.07
2023-04-24,唐津店,弁当,牛めし弁当,207060.58,376.47,120095.14
2023-04-24,唐津店,弁当,プレミアム牛めし,232763.49,423.21,135002.82
2023-04-24,唐津店,惣菜,サラダセット,118811.1,371.28,65346.1
2023-04-24,唐津店,惣菜,豚汁セット,117935.03,368.55,64864.27
2023-04-24,唐津店,ドリンク,緑茶,65460.22,363.67,26184.09
2023-04-24,唐津店,ドリンク,ほうじ茶,62051.26,344.73,24820.5
2023-04-25,本店,弁当,牛めし弁当,193094.44,351.08,111994.78
2023-04-25,本店,弁当,プレミアム牛めし,172113.4,312.93,99825.77
2023-04-25,本店,惣菜,サラダセット,99601.23,311.25,54780.68
2023-04-25,本店,惣菜,豚汁セット,105332.27,329.16,57932.75
2023-04-25,本店,ドリンク,緑茶,52855.92,293.64,21142.37
2023-04-25,本店,ドリンク,ほうじ茶,50567.86,280.93,20227.14
2023-04-25,福岡西店,弁当,牛めし弁当,210362.85,382.48,122010.45
2023-04-25,福岡西店,弁当,プレミアム牛めし,205052.37,372.82,118930.37
2023-04-25,福岡西店,惣菜,サラダセット,109256.75,341.43,60091.21
2023-04-25,福岡西店,惣菜,豚汁セット,104792.98,327.48,57636.14
2023-04-25,福岡西店,ドリンク,緑茶,62562.38,347.57,25024.95
2023-04-25,福岡西店,ドリンク,ほうじ茶,58445.55,324.7,23378.22
2023-04-25,唐津店,弁当,牛めし弁当,220946.1,401.72,128148.74
2023-04-25,唐津店,弁当,プレミアム牛めし,218708.23,397.65,126850.77
2023-04-25,唐津店,惣菜,サラダセット,111460.34,348.31,61303.19
2023-04-25,唐津店,惣菜,豚汁セット,124322.21,388.51,68377.22
2023-04-25,唐津店,ドリンク,緑茶,63630.24,353.5,25452.09
2023-04-25,唐津店,ドリンク,ほうじ茶,62966.85,349.82,25186.74
2023-04-26,本店,弁当,牛めし弁当,184341.76,335.17,106918.22
2023-04-26,本店,弁当,プレミアム牛めし,212118.39,385.67,123028.67
2023-04-26,本店,惣菜,サラダセット,106467.57,332.71,58557.16
2023-04-26,本店,惣菜,豚汁セット,94258.72,294.56,51842.3
2023-04-26,本店,ドリンク,緑茶,51939.69,288.55,20775.87
2023-04-26,本店,ドリンク,ほうじ茶,55069.54,305.94,22027.82
2023-04-26,福岡西店,弁当,牛めし弁当,190083.55,345.61,110248.46
2023-04-26,福岡西店,弁当,プレミアム牛めし,234426.0,426.23,135967.08
2023-04-26,福岡西店,惣菜,サラダセット,104656.86,327.05,57561.27
2023-04-26,福岡西店,惣菜,豚汁セット,117051.34,365.79,64378.24
2023-04-26,福岡西店,ドリンク,緑茶,54945.65,305.25,21978.26
2023-04-26,福岡西店,ドリンク,ほうじ茶,63905.06,355.03,25562.02
2023-04-26,唐津店,弁当,牛めし弁当,225553.35,410.1,130820.94
2023-04-26,唐津店,弁当,プレミアム牛めし,224479.74,408.14,130198.25
2023-04-26,唐津店,惣菜,サラダセット,112436.88,351.37,61840.28
2023-04-26,唐津店,惣菜,豚汁セット,119929.94,374.78,65961.47
2023-04-26,唐津店,ドリンク,緑茶,60430.3,335.72,24172.12
2023-04-26,唐津店,ドリンク,ほうじ茶,66040.32,366.89,26416.13
2023-04-27,本店,弁当,牛めし弁当,182455.16,331.74,105824.0
2023-04-27,本店,弁当,プレミアム牛めし,195061.36,354.66,113135.59
2023-04-27,本店,惣菜,サラダセット,102664.36,320.83,56465.4
2023-04-27,本店,惣菜,豚汁セット,103391.17,323.1,56865.14
2023-04-27,本店,ドリンク,緑茶,46458.74,258.1,18583.5
2023-04-27,本店,ドリンク,ほうじ茶,49509.47,275.05,19803.79
2023-04-27,福岡西店,弁当,牛めし弁当,229151.66,416.64,132907.96
2023-04-27,福岡西店,弁当,プレミアム牛めし,220041.81,400.08,127624.25
2023-04-27,福岡西店,惣菜,サラダセット,100544.27,314.2,55299.35
2023-04-27,福岡西店,惣菜,豚汁セット,106231.79,331.97,58427.49
2023-04-27,福岡西店,ドリンク,緑茶,55949.56,310.83,22379.83
2023-04-27,福岡西店,ドリンク,ほうじ茶,55866.25,310.37,22346.5
2023-04-27,唐津店,弁当,牛めし弁当,199671.54,363.04,115809.49
2023-04-27,唐津店,弁当,プレミアム牛めし,245478.63,446.32,142377.6
2023-04-27,唐津店,惣菜,サラダセット,129547.9,404.84,71251.35
2023-04-27,唐津店,惣菜,豚汁セット,103264.67,322.7,56795.57
2023-04-27,唐津店,ドリンク,緑茶,59785.9,332.14,23914.36
2023-04-27,唐津店,ドリンク,ほうじ茶,63483.8,352.69,25393.52
2023-04-28,本店,弁当,牛めし弁当,188593.35,342.9,109384.14
2023-04-28,本店,弁当,プレミアム牛めし,185254.07,336.83,107447.36
2023-04-28,本店,惣菜,サラダセット,94872.93,296.48,52180.11
2023-04-28,本店,惣菜,豚汁セット,94911.88,296.6,52201.53
2023-04-28,本店,ドリンク,緑茶,52358.06,290.88,20943.22
2023-04-28,本店,ドリンク,ほうじ茶,46293.91,257.19,18517.56
2023-04-28,福岡西店,弁当,牛めし弁当,217383.45,395.24,126082.4
2023-04-28,福岡西店,弁当,プレミアム牛めし,223224.74,405.86,129470.35
2023-04-28,福岡西店,惣菜,サラダセット,113106.91,353.46,62208.8
2023-04-28,福岡西店,惣菜,豚汁セット,98186.12,306.83,54002.37
2023-04-28,福岡西店,ドリンク,緑茶,52306.82,290.59,20922.73
2023-04-28,福岡西店,ドリンク,ほうじ茶,55920.47,310.67,22368.19
2023-04-28,唐津店,弁当,牛めし弁当,211300.48,384.18,122554.28
2023-04-28,唐津店,弁当,プレミアム牛めし,225068.07,409.21,130539.48
2023-04-28,唐津店,惣菜,サラダセット,118861.35,371.44,65373.74
2023-04-28,唐津店,惣菜,豚汁セット,107700.62,336.56,59235.34
2023-04-28,唐津店,ドリンク,緑茶,70298.41,390.55,28119.36
2023-04-28,唐津店,ドリンク,ほうじ茶,59556.59,330.87,23822.64
2023-04-29,本店,弁当,牛めし弁当,203842.02,370.62,118228.37
2023-04-29,本店,弁当,プレミアム牛めし,208420.85,378.95,120884.09
2023-04-29,本店,惣菜,サラダセット,103871.71,324.6,57129.44
2023-04-29,本店,惣菜,豚汁セット,116909.61,365.34,64300.28
2023-04-29,本店,ドリンク,緑茶,54411.11,302.28,21764.44
2023-04-29,本店,ドリンク,ほうじ茶,52804.48,293.36,21121.79
2023-04-29,福岡西店,弁当,牛めし弁当,237731.54,432.24,137884.29
2023-04-29,福岡西店,弁当,プレミアム牛めし,258408.49,469.83,149876.92
2023-04-29,福岡西店,惣菜,サラダセット,110049.84,343.91,60527.41
2023-04-29,福岡西店,惣菜,豚汁セット,114626.6,358.21,63044.63
2023-04-29,福岡西店,ドリンク,緑茶,54077.93,300.43,21631.17
2023-04-29,福岡西店,ドリンク,ほうじ茶,58334.21,324.08,23333.68
2023-04-29,唐津店,弁当,牛めし弁当,245719.3,446.76,142517.19
2023-04-29,唐津店,弁当,プレミアム牛めし,287060.33,521.93,166494.99
2023-04-29,唐津店,惣菜,サラダセット,106877.35,333.99,58782.55
2023-04-29,唐津店,惣菜,豚汁セット,144969.78,453.03,79733.38
2023-04-29,唐津店,ドリンク,緑茶,67012.95,372.29,26805.18
2023-04-29,唐津店,ドリンク,ほうじ茶,64108.78,356.16,25643.51
2023-04-30,本店,弁当,牛めし弁当,165272.44,300.5,95858.01
2023-04-30,本店,弁当,プレミアム牛めし,205645.81,373.9,119274.57
2023-04-30,本店,惣菜,サラダセット,100617.11,314.43,55339.41
2023-04-30,本店,惣菜,豚汁セット,105899.25,330.94,58244.59
2023-04-30,本店,ドリンク,緑茶,63217.54,351.21,25287.02
2023-04-30,本店,ドリンク,ほうじ茶,60297.55,334.99,24119.02
2023-04-30,福岡西店,弁当,牛めし弁当,227444.53,413.54,131917.83
2023-04-30,福岡西店,弁当,プレミアム牛めし,213148.55,387.54,123626.16
2023-04-30,福岡西店,惣菜,サラダセット,113782.54,355.57,62580.4
2023-04-30,福岡西店,惣菜,豚汁セット,133382.06,416.82,73360.13
2023-04-30,福岡西店,ドリンク,緑茶,59729.04,331.83,23891.62
2023-04-30,福岡西店,ドリンク,ほうじ茶,58344.49,324.14,23337.8
2023-04-30,唐津店,弁当,牛めし弁当,254630.46,462.96,147685.67
2023-04-30,唐津店,弁当,プレミアム牛めし,249327.62,453.32,144610.02
2023-04-30,唐津店,惣菜,サラダセット,133968.73,418.65,73682.8
2023-04-30,唐津店,惣菜,豚汁セット,131761.13,411.75,72468.62
2023-04-30,唐津店,ドリンク,緑茶,70415.94,391.2,28166.38
2023-04-30,唐津店,ドリンク,ほうじ茶,66604.82,370.03,26641.93
2023-05-01,本店,弁当,牛めし弁当,205731.53,374.06,119324.29
2023-05-01,本店,弁当,プレミアム牛めし,181579.23,330.14,105315.95
2023-05-01,本店,惣菜,サラダセット,108679.57,339.62,59773.76
2023-05-01,本店,惣菜,豚汁セット,107682.89,336.51,59225.59
2023-05-01,本店,ドリンク,緑茶,43957.32,244.21,17582.93
2023-05-01,本店,ドリンク,ほうじ茶,59047.51,328.04,23619.01
2023-05-01,福岡西店,弁当,牛めし弁当,214902.41,390.73,124643.4
2023-05-01,福岡西店,弁当,プレミアム牛めし,220054.37,400.1,127631.53
2023-05-01,福岡西店,惣菜,サラダセット,120962.49,378.01,66529.37
2023-05-01,福岡西店,惣菜,豚汁セット,122867.55,383.96,67577.15
2023-05-01,福岡西店,ドリンク,緑茶,60851.32,338.06,24340.53
2023-05-01,福岡西店,ドリンク,ほうじ茶,54139.74,300.78,21655.89
2023-05-01,唐津店,弁当,牛めし弁当,207194.37,376.72,120172.74
2023-05-01,唐津店,弁当,プレミアム牛めし,203754.8,370.46,118177.79
2023-05-01,唐津店,惣菜,サラダセット,108440.68,338.88,59642.37
2023-05-01,唐津店,惣菜,豚汁セット,138301.96,432.19,76066.08
2023-05-01,唐津店,ドリンク,緑茶,62223.42,345.69,24889.37
2023-05-01,唐津店,ドリンク,ほうじ茶,63527.39,352.93,25410.96
2023-05-02,本店,弁当,牛めし弁当,236860.24,430.65,137378.94
2023-05-02,本店,弁当,プレミアム牛めし,203843.57,370.62,118229.27
2023-05-02,本店,惣菜,サラダセット,107578.95,336.18,59168.42
2023-05-02,本店,惣菜,豚汁セット,97615.57,305.05,53688.57
2023-05-02,本店,ドリンク,緑茶,57234.47,317.97,22893.79
2023-05-02,本店,ドリンク,ほうじ茶,55150.5,306.39,22060.2
2023-05-02,福岡西店,弁当,牛めし弁当,230799.17,419.63,133863.52
2023-05-02,福岡西店,弁当,プレミアム牛めし,186593.64,339.26,108224.31
2023-05-02,福岡西店,惣菜,サラダセット,105707.59,330.34,58139.18
2023-05-02,福岡西店,惣菜,豚汁セット,109657.82,342.68,60311.8
2023-05-02,福岡西店,ドリンク,緑茶,57264.0,318.13,22905.6
2023-05-02,福岡西店,ドリンク,ほうじ茶,52985.72,294.37,21194.29
2023-05-02,唐津店,弁当,牛めし弁当,277160.12,503.93,160752.87
2023-05-02,唐津店,弁当,プレミアム牛めし,218156.62,396.65,126530.84
2023-05-02,唐津店,惣菜,サラダセット,137488.11,429.65,75618.46
2023-05-02,唐津店,惣菜,豚汁セット,127622.9,398.82,70192.6
2023-05-02,唐津店,ドリンク,緑茶,71001.36,394.45,28400.55
2023-05-02,唐津店,ドリンク,ほうじ茶,70249.25,390.27,28099.7
2023-05-03,本店,弁当,牛めし弁当,191873.92,348.86,111286.88
2023-05-03,本店,弁当,プレミアム牛めし,217860.55,396.11,126359.12
2023-05-03,本店,惣菜,サラダセット,105304.43,329.08,57917.44
2023-05-03,本店,惣菜,豚汁セット,80173.12,250.54,44095.22
2023-05-03,本店,ドリンク,緑茶,48992.91,272.18,19597.17
2023-05-03,本店,ドリンク,ほうじ茶,54609.06,303.38,21843.62
2023-05-03,福岡西店,弁当,牛めし弁当,173018.41,314.58,100350.68
2023-05-03,福岡西店,弁当,プレミアム牛めし,198300.68,360.55,115014.4
2023-05-03,福岡西店,惣菜,サラダセット,116874.85,365.23,64281.17
2023-05-03,福岡西店,惣菜,豚汁セット,101046.63,315.77,55575.65
2023-05-03,福岡西店,ドリンク,緑茶,58202.41,323.35,23280.96
2023-05-03,福岡西店,ドリンク,ほうじ茶,51608.67,286.71,20643.47
2023-05-03,唐津店,弁当,牛めし弁当,237269.25,431.4,137616.17
2023-05-03,唐津店,弁当,プレミアム牛めし,243527.46,442.78,141245.93
2023-05-03,唐津店,惣菜,サラダセット,113168.74,353.65,62242.81
2023-05-03,唐津店,惣菜,豚汁セット,132224.82,413.2,72723.65
2023-05-03,唐津店,ドリンク,緑茶,61885.41,343.81,24754.16
2023-05-03,唐津店,ドリンク,ほうじ茶,66821.17,371.23,26728.47
2023-05-04,本店,弁当,牛めし弁当,171471.01,311.77,99453.18
2023-05-04,本店,弁当,プレミアム牛めし,183179.88,333.05,106244.33
2023-05-04,本店,惣菜,サラダセット,94853.28,296.42,52169.3
2023-05-04,本店,惣菜,豚汁セット,98659.67,308.31,54262.82
2023-05-04,本店,ドリンク,緑茶,43318.74,240.66,17327.5
2023-05-04,本店,ドリンク,ほうじ茶,60580.13,336.56,24232.05
2023-05-04,福岡西店,弁当,牛めし弁当,250739.66,455.89,145429.0
2023-05-04,福岡西店,弁当,プレミアム牛めし,238740.69,434.07,138469.6
2023-05-04,福岡西店,惣菜,サラダセット,116754.13,364.86,64214.77
2023-05-04,福岡西店,惣菜,豚汁セット,113648.29,355.15,62506.56
2023-05-04,福岡西店,ドリンク,緑茶,60140.26,334.11,24056.1
2023-05-04,福岡西店,ドリンク,ほうじ茶,63605.94,353.37,25442.38
2023-05-04,唐津店,弁当,牛めし弁当,251942.34,458.08,146126.55
2023-05-04,唐津店,弁当,プレミアム牛めし,217296.06,395.08,126031.72
2023-05-04,唐津店,惣菜,サラダセット,128650.24,402.03,70757.63
2023-05-04,唐津店,惣菜,豚汁セット,115374.05,360.54,63455.73
2023-05-04,唐津店,ドリンク,緑茶,67390.2,374.39,26956.08
2023-05-04,唐津店,ドリンク,ほうじ茶,63567.5,353.15,25427.0
2023-05-05,本店,弁当,牛めし弁当,178557.14,324.65,103563.14
2023-05-05,本店,弁当,プレミアム牛めし,215787.57,392.34,125156.79
2023-05-05,本店,惣菜,サラダセット,105014.7,328.17,57758.08
2023-05-05,本店,惣菜,豚汁セット,96262.62,300.82,52944.44
2023-05-05,本店,ドリンク,緑茶,58947.87,327.49,23579.15
2023-05-05,本店,ドリンク,ほうじ茶,50449.9,280.28,20179.96
2023-05-05,福岡西店,弁当,牛めし弁当,241537.53,439.16,140091.77
2023-05-05,福岡西店,弁当,プレミアム牛めし,255306.16,464.19,148077.57
2023-05-05,福岡西店,惣菜,サラダセット,101269.03,316.47,55697.97
2023-05-05,福岡西店,惣菜,豚汁セット,100510.43,314.1,55280.74
2023-05-05,福岡西店,ドリンク,緑茶,62814.01,348.97,25125.6
2023-05-05,福岡西店,ドリンク,ほうじ茶,58022.59,322.35,23209.03
2023-05-05,唐津店,弁当,牛めし弁当,241087.56,438.34,139830.79
2023-05-05,唐津店,弁当,プレミアム牛めし,224578.36,408.32,130255.45
2023-05-05,唐津店,惣菜,サラダセット,132975.47,415.55,73136.51
2023-05-05,唐津店,惣菜,豚汁セット,114036.93,356.37,62720.31
2023-05-05,唐津店,ドリンク,緑茶,71415.45,396.75,28566.18
2023-05-05,唐津店,ドリンク,ほうじ茶,55557.57,308.65,22223.03
2023-05-06,本店,弁当,牛めし弁当,198042.43,360.08,114864.61
2023-05-06,本店,弁当,プレミアム牛めし,205176.16,373.05,119002.17
2023-05-06,本店,惣菜,サラダセット,113139.45,353.56,62226.7
2023-05-06,本店,惣菜,豚汁セット,101529.14,317.28,55841.03
2023-05-06,本店,ドリンク,緑茶,60534.08,336.3,24213.63
2023-05-06,本店,ドリンク,ほうじ茶,58749.94,326.39,23499.98
2023-05-06,福岡西店,弁当,牛めし弁当,247681.26,450.33,143655.13
2023-05-06,福岡西店,弁当,プレミアム牛めし,244869.49,445.22,142024.31
2023-05-06,福岡西店,惣菜,サラダセット,104939.13,327.93,57716.52
2023-05-06,福岡西店,惣菜,豚汁セット,135220.15,422.56,74371.08
2023-05-06,福岡西店,ドリンク,緑茶,64649.73,359.17,25859.89
2023-05-06,福岡西店,ドリンク,ほうじ茶,62110.46,345.06,24844.18
2023-05-06,唐津店,弁当,牛めし弁当,287185.56,522.16,166567.62
2023-05-06,唐津店,弁当,プレミアム牛めし,278605.14,506.55,161590.98
2023-05-06,唐津店,惣菜,サラダセット,129675.98,405.24,71321.79
2023-05-06,唐津店,惣菜,豚汁セット,128423.17,401.32,70632.75
2023-05-06,唐津店,ドリンク,緑茶,80720.98,448.45,32288.39
2023-05-06,唐津店,ドリンク,ほうじ茶,76657.99,425.88,30663.19
2023-05-07,本店,弁当,牛めし弁当,201813.79,366.93,117052.0
2023-05-07,本店,弁当,プレミアム牛めし,193657.97,352.11,112321.62
2023-05-07,本店,惣菜,サラダセット,133330.84,416.66,73331.96
2023-05-07,本店,惣菜,豚汁セット,130054.54,406.42,71530.0
2023-05-07,本店,ドリンク,緑茶,68191.19,378.84,27276.48
2023-05-07,本店,ドリンク,ほうじ茶,57488.61,319.38,22995.44
2023-05-07,福岡西店,弁当,牛めし弁当,225510.89,410.02,130796.31
2023-05-07,福岡西店,弁当,プレミアム牛めし,249933.14,454.42,144961.22
2023-05-07,福岡西店,惣菜,サラダセット,124238.93,388.25,68331.41
2023-05-07,福岡西店,惣菜,豚汁セット,123353.66,385.48,67844.51
2023-05-07,福岡西店,ドリンク,緑茶,63679.44,353.77,25471.78
2023-05-07,福岡西店,ドリンク,ほうじ茶,59284.37,329.36,23713.75
2023-05-07,唐津店,弁当,牛めし弁当,212928.65,387.14,123498.62
2023-05-07,唐津店,弁当,プレミアム牛めし,245372.46,446.13,142316.03
2023-05-07,唐津店,惣菜,サラダセット,128095.6,400.3,70452.58
2023-05-07,唐津店,惣菜,豚汁セット,121897.09,380.93,67043.4
2023-05-07,唐津店,ドリンク,緑茶,73520.58,408.45,29408.23
2023-05-07,唐津店,ドリンク,ほうじ茶,79243.16,440.24,31697.26
2023-05-08,本店,弁当,牛めし弁当,204131.2,371.15,118396.09
2023-05-08,本店,弁当,プレミアム牛めし,204695.89,372.17,118723.62
2023-05-08,本店,惣菜,サラダセット,112493.46,351.54,61871.4
2023-05-08,本店,惣菜,豚汁セット,116713.72,364.73,64192.55
2023-05-08,本店,ドリンク,緑茶,59484.37,330.47,23793.75
2023-05-08,本店,ドリンク,ほうじ茶,57250.86,318.06,22900.34
